country,countrycode,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
KOSOVO,KSV,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.04,0.68,1,85.17,40.95,100,0.47,0.69,1,62.09,23.58,100,-1.13,0.36,3,13.68,4.69,27.23,-1.1,0.34,3,15.09,5.63,29.11,-1.09,0.34,3,16.11,6.6,29.72,-1.01,0.32,3,17.54,8.02,29.25,-0.34,0.23,4,32.52,21.74,46.86
KUWAIT,KWT,0.13,0.37,4,49.52,31.1,70.33,0.33,0.34,4,57.69,36.36,77.51,0.65,0.33,4,67.79,49.76,89,-0.26,0.31,4,37.5,24.4,54.55,0.24,0.3,4,52.88,36.36,69.86,0.31,0.29,5,57.21,39.23,74.16,0.2,0.28,6,54.33,37.32,66.99,0.36,0.25,7,56.73,44.02,70.33,0.56,0.24,7,65.38,48.8,80.38,0.46,0.24,7,59.81,46.67,77.14,0.34,0.24,7,54.5,42.45,70.75,0.44,0.24,7,60.85,48.36,76.06,0.29,0.24,7,57.08,42.25,69.01,0.18,0.23,7,52.13,39.62,63.68,0.14,0.23,7,51.66,38.21,64.62,0.14,0.21,7,52.43,37.68,62.32
KYRGYZ REPUBLIC,KGZ,-0.32,0.48,2,35.1,14.83,62.2,-0.3,0.44,2,32.21,16.75,60.29,-0.34,0.46,2,33.65,15.31,62.68,-0.78,0.45,2,23.56,10.53,44.02,-1.15,0.36,2,16.83,5.74,28.23,-1.17,0.34,3,13.94,4.78,24.88,-1.13,0.33,4,16.35,5.74,27.27,-1.38,0.28,5,11.54,5.74,18.66,-1.01,0.28,5,17.31,9.57,27.27,-0.58,0.28,5,26.32,16.19,40,-0.64,0.28,5,24.64,15.09,39.15,-1.03,0.27,5,15.57,9.39,26.29,-1.08,0.26,6,16.04,6.1,27.23,-0.9,0.24,6,18.96,10.85,30.66,-0.91,0.24,6,18.96,9.43,28.77,-0.78,0.22,6,19.9,10.63,29.95
LAO PDR,LAO,0.23,0.48,2,53.85,27.27,83.25,-0.3,0.44,2,31.73,16.75,60.29,-0.69,0.46,2,25.48,9.57,48.8,-0.21,0.45,2,39.42,18.66,63.64,-1.28,0.36,2,13.46,4.78,26.32,-0.58,0.34,3,25.96,15.31,44.98,-0.48,0.35,3,30.29,17.22,50.24,-0.08,0.29,4,42.79,27.27,58.85,-0.17,0.29,4,38.94,24.88,54.55,0.02,0.29,4,44.98,30,62.38,-0.17,0.27,5,39.34,25.94,53.3,-0.27,0.26,5,35.38,24.41,52.11,-0.06,0.26,5,45.28,30.52,59.62,0.03,0.25,5,47.39,36.32,60.38,0.06,0.24,6,49.29,36.79,62.26,0.46,0.22,6,61.17,51.21,75.85
LATVIA,LVA,0.44,0.4,3,59.13,39.71,85.17,-0.08,0.34,4,40.87,25.36,61.72,0.29,0.33,4,57.21,35.41,76.08,0.85,0.3,5,78.85,57.89,95.22,0.97,0.29,5,82.21,62.68,97.61,0.6,0.28,6,65.87,50.72,83.73,0.79,0.28,6,70.67,56.46,91.39,0.82,0.27,6,72.6,58.37,94.74,0.57,0.26,6,65.87,47.85,83.25,0.23,0.26,6,52.63,38.1,69.05,0.34,0.24,7,55.92,42.45,70.75,0.49,0.24,7,64.15,50.7,78.87,0.3,0.24,7,58.02,42.25,69.01,0.44,0.23,7,60.66,48.11,73.11,0.59,0.23,8,65.4,55.19,78.77,0.55,0.2,8,65.05,55.56,78.74
LEBANON,LBN,-0.76,0.37,4,21.15,10.05,41.63,-0.85,0.34,4,19.23,10.53,32.06,-0.53,0.33,4,28.85,16.27,45.93,-0.45,0.31,4,29.33,18.66,45.45,-0.5,0.3,4,28.85,20.1,40.67,-0.75,0.29,5,22.6,13.4,36.36,-1.02,0.29,5,17.31,7.18,29.19,-1.85,0.25,6,5.29,1.44,9.09,-2.13,0.25,6,3.37,0.96,8.13,-1.9,0.25,6,4.78,2.38,10,-1.58,0.25,6,8.06,3.77,14.15,-1.63,0.24,7,5.66,3.76,12.21,-1.56,0.24,8,5.66,3.29,14.08,-1.66,0.22,8,6.16,3.77,10.85,-1.69,0.23,8,6.64,4.25,9.43,-1.72,0.2,8,7.28,5.8,8.7
LESOTHO,LSO,0.12,0.48,2,49.04,23.44,76.08,-0.22,0.44,2,36.54,17.22,62.68,-0.02,0.46,2,42.79,23.44,71.77,-0.18,0.45,2,40.38,18.66,64.11,0.07,0.36,2,46.15,28.71,67.46,0.39,0.38,2,60.58,36.84,80.86,0.02,0.4,2,47.12,27.27,66.99,-0.13,0.31,4,41.83,26.79,57.42,-0.39,0.31,4,31.25,18.66,47.37,-0.22,0.31,4,36.36,21.43,54.29,0.34,0.28,5,54.98,40.57,74.06,0.47,0.27,5,63.68,48.36,79.81,0.38,0.3,4,59.91,42.25,72.77,0.25,0.25,5,55.92,40.57,68.4,0.32,0.25,5,58.29,42.45,68.87,-0.27,0.22,5,33.98,24.64,50.72
LIBERIA,LBR,-2.56,0.43,3,0.96,0,4.78,-1.84,0.38,3,5.77,0.96,12.92,-2.05,0.4,3,2.88,0,11.48,-2.28,0.4,3,0.96,0,8.61,-2.22,0.33,3,2.4,0,5.74,-1.41,0.32,4,9.13,4.31,19.62,-1.36,0.32,4,11.06,4.31,22.49,-1.31,0.32,4,12.5,5.74,22.97,-1.25,0.3,4,12.02,7.66,22.49,-1.28,0.3,4,12.44,8.1,20,-1.08,0.27,5,15.17,9.43,25,-0.46,0.27,5,29.72,19.72,46.95,-0.42,0.26,6,33.49,20.19,47.42,-0.48,0.22,8,31.75,20.28,41.98,-0.46,0.23,8,30.81,20.28,42.45,-0.63,0.21,7,24.76,13.53,34.3
LIBYA,LBY,-1.07,0.37,4,17.31,7.18,31.1,-0.91,0.34,4,17.31,10.05,31.58,-0.39,0.33,4,32.69,19.14,52.63,-0.16,0.31,4,41.35,24.88,57.89,0.08,0.3,4,47.12,31.58,64.11,0.34,0.32,4,58.17,38.76,76.08,0.44,0.29,5,60.1,44.98,77.99,0.35,0.28,5,55.77,42.11,71.29,0.73,0.26,6,71.15,54.55,92.82,0.81,0.26,6,73.68,57.62,94.76,0.81,0.24,7,74.88,59.43,91.51,-0.03,0.24,7,45.28,31.92,57.28,-1.29,0.25,6,11.79,5.63,19.72,-1.54,0.23,7,6.64,5.19,14.15,-1.81,0.23,7,4.74,3.3,8.02,-2.32,0.21,7,4.37,0.97,6.28
LIECHTENSTEIN,LIE,1.11,0.61,1,86.06,48.33,100,1.11,0.58,1,87.5,50.72,100,1.1,0.59,1,84.62,51.2,100,1.21,0.52,1,94.23,57.89,100,1.46,0.36,2,98.56,77.99,100,1.55,0.38,2,99.52,78.95,100,1.42,0.4,2,98.56,68.42,100,1.4,0.39,2,98.56,69.86,100,1.38,0.37,2,98.56,73.21,100,1.38,0.36,2,99.04,71.9,100,1.57,0.29,4,100,87.26,100,1.57,0.28,4,99.53,87.79,100,1.51,0.31,3,99.06,81.69,100,1.41,0.29,3,98.58,77.83,99.53,1.41,0.3,3,98.1,75.94,99.53,1.54,0.28,2,99.51,87.44,100
LITHUANIA,LTU,0.38,0.4,3,57.69,36.84,83.73,0.3,0.34,4,56.73,34.45,75.6,0.29,0.33,4,57.69,35.41,76.08,0.8,0.3,5,74.04,56.94,95.22,1.01,0.29,5,83.65,63.16,98.56,0.72,0.28,6,72.12,54.55,91.87,0.75,0.28,6,68.27,55.98,89.47,0.84,0.25,7,73.08,59.81,93.78,0.78,0.24,8,74.04,57.89,92.82,0.73,0.24,8,70.81,56.19,88.57,0.6,0.24,8,67.77,51.42,84.91,0.67,0.24,8,68.4,54.93,86.38,0.64,0.24,8,68.4,55.4,82.16,0.75,0.23,8,69.67,59.91,88.68,0.94,0.23,8,77.73,65.09,92.92,0.78,0.2,8,72.82,60.87,88.89
LUXEMBOURG,LUX,1.31,0.43,3,96.15,63.64,100,1.31,0.38,3,95.67,69.86,100,1.53,0.35,4,99.04,78.47,100,1.57,0.36,4,99.52,80.38,100,1.44,0.31,5,97.6,80.38,100,1.31,0.3,6,94.71,75.12,100,1.35,0.29,6,95.67,76.08,100,1.4,0.26,7,99.04,80.86,100,1.48,0.26,7,99.04,85.65,100,1.51,0.26,7,100,87.14,100,1.42,0.25,7,95.73,84.91,100,1.44,0.25,7,95.75,85.45,100,1.31,0.25,7,94.81,73.24,99.53,1.34,0.23,7,96.21,78.77,99.53,1.33,0.23,7,95.26,77.83,99.53,1.39,0.21,7,98.06,85.99,99.52
"MACAO SAR, CHINA",MAC,0.19,0.61,1,52.4,21.05,87.56,0.19,0.58,1,52.4,22.49,89,0.41,0.59,1,62.02,28.71,95.69,0.47,0.52,1,62.98,31.58,95.22,1.1,0.42,1,86.54,57.89,100,1.38,0.44,1,96.63,69.38,100,1.32,0.46,1,94.71,65.07,100,1.02,0.37,2,82.69,58.85,100,0.45,0.35,2,60.58,39.23,83.73,0.49,0.34,2,61.72,41.9,86.19,0.6,0.32,2,68.25,47.64,88.68,0.55,0.33,2,65.57,46.95,87.79,0.61,0.34,2,67.45,49.3,90.14,0.63,0.31,2,66.35,51.42,88.68,0.77,0.32,2,69.19,56.6,92.92,1.21,0.28,2,91.75,71.98,99.52
"MACEDONIA, FYR",MKD,-0.63,0.4,3,24.04,10.53,47.37,-0.88,0.37,3,18.75,10.05,33.97,-0.78,0.37,3,23.08,11.48,37.32,-1.12,0.33,3,17.31,7.66,27.27,-1.03,0.31,4,18.75,8.61,28.71,-0.9,0.3,5,19.23,9.57,31.1,-1.18,0.3,5,14.9,5.74,25.36,-0.74,0.28,5,25,13.88,36.84,-0.43,0.28,5,30.29,18.66,43.54,-0.3,0.28,5,33.97,20.48,50.48,-0.29,0.28,5,35.55,21.7,50.94,-0.49,0.27,5,29.25,17.84,44.6,-0.58,0.27,5,28.77,16.9,40.85,-0.45,0.24,6,33.18,20.28,42.45,-0.37,0.24,6,36.02,21.23,47.17,0.25,0.22,6,56.8,41.55,66.18
MADAGASCAR,MDG,0.11,0.43,3,48.56,25.84,72.73,0.09,0.38,3,48.56,27.75,70.81,0.04,0.4,3,47.12,26.79,69.38,-0.29,0.4,3,36.06,18.66,57.89,0.59,0.32,4,64.9,45.93,87.08,0.2,0.31,5,53.37,35.89,71.77,-0.05,0.3,5,44.23,28.71,60.29,0.13,0.25,7,50.48,35.89,63.16,0.03,0.24,7,43.75,32.06,59.33,-0.49,0.24,7,29.19,18.1,40.48,-0.75,0.24,7,21.33,15.09,32.55,-1.05,0.24,7,15.09,9.39,25.82,-0.76,0.24,7,22.64,14.08,35.68,-0.58,0.22,8,27.01,18.87,39.15,-0.7,0.23,8,23.22,16.04,36.79,-0.54,0.2,8,26.7,17.87,37.68
MALAWI,MWI,-0.54,0.37,4,27.4,14.83,47.85,-0.21,0.34,4,37.5,22.01,58.37,-0.47,0.33,4,30.77,17.22,48.8,-0.08,0.31,4,43.27,27.27,60.29,0,0.29,5,40.87,29.19,62.68,0.09,0.28,6,49.52,32.06,64.11,0.08,0.28,6,50,35.41,64.59,0.11,0.27,6,49.04,33.01,63.64,0.06,0.27,5,44.71,31.1,62.2,-0.06,0.26,6,42.11,29.05,57.62,0.05,0.26,6,46.92,31.6,63.21,0.06,0.26,6,48.58,33.8,63.85,-0.07,0.25,6,44.81,30.52,58.22,0,0.23,7,45.02,36.32,59.91,-0.21,0.23,7,38.39,25.94,53.77,0.12,0.21,7,51.46,36.71,61.35
MALAYSIA,MYS,0.47,0.37,4,62.02,43.06,85.17,-0.13,0.34,4,39.42,24.88,59.81,0.04,0.3,5,47.6,31.1,65.55,0.46,0.28,6,61.06,44.5,79.9,0.46,0.28,6,60.1,40.67,80.38,0.31,0.28,7,56.73,39.23,73.68,0.55,0.27,7,64.9,51.2,80.86,0.26,0.24,8,54.33,41.63,66.51,0.17,0.24,8,50,36.84,65.55,0.08,0.24,8,46.89,32.86,60.48,-0.07,0.24,8,42.18,30.66,54.25,0.12,0.24,8,51.89,35.68,64.32,0.08,0.24,9,49.53,37.09,62.91,-0.01,0.22,9,44.08,36.32,59.91,0.05,0.22,9,48.34,36.79,61.32,0.34,0.2,9,58.74,46.38,68.6
MALDIVES,MDV,0.84,0.48,2,74.52,47.37,100,1.05,0.44,2,85.58,56.94,100,1.12,0.46,2,85.1,59.81,100,1.03,0.45,2,83.17,56.94,100,1.02,0.36,2,84.62,59.81,99.52,0.54,0.34,3,63.46,45.93,86.12,0.83,0.35,3,72.12,55.98,96.17,0.8,0.34,3,71.15,53.59,96.17,0.09,0.32,3,46.63,30.14,68.42,-0.14,0.32,3,39.71,24.29,57.62,-0.22,0.32,3,37.91,22.17,53.77,-0.13,0.33,3,41.98,24.88,58.22,-0.21,0.31,3,39.15,23.94,58.22,-0.31,0.29,3,36.97,21.7,51.89,0.22,0.3,3,55.92,37.74,67.45,0.88,0.26,3,78.64,60.87,96.14
MALI,MLI,0.23,0.43,3,54.33,31.1,77.51,0.33,0.38,3,58.17,32.06,78.95,0.14,0.4,3,51.44,29.19,74.64,0.29,0.4,3,56.25,32.06,79.9,0.23,0.32,4,51.92,35.41,70.33,0.48,0.31,5,62.98,44.98,79.9,0.19,0.3,5,53.85,36.36,66.99,0.37,0.28,6,57.69,43.06,72.73,0.2,0.26,6,51.44,36.84,68.9,0.18,0.26,6,50.72,35.71,67.62,-0.08,0.24,7,41.71,29.72,54.25,-0.21,0.24,7,37.74,26.29,52.11,-0.68,0.24,7,25.47,16.43,38.97,-2.02,0.23,7,3.79,1.89,6.6,-1.7,0.23,7,6.16,3.77,8.96,-1.74,0.21,7,6.8,5.8,8.7
MALTA,MLT,1.25,0.43,3,94.71,63.64,100,1.35,0.38,3,97.12,69.86,100,1.51,0.4,3,98.56,77.03,100,1.53,0.4,3,98.56,79.43,100,1.54,0.32,4,99.52,83.73,100,1.33,0.31,5,95.67,74.64,100,1.39,0.3,5,96.15,77.03,100,1.21,0.27,6,92.79,69.86,100,1.25,0.26,6,95.19,75.6,100,1.27,0.26,6,95.69,75.71,100,1.21,0.24,7,91.47,74.53,100,1.21,0.24,7,90.57,74.18,99.53,1.04,0.24,7,82.55,68.54,98.12,1.04,0.23,7,83.89,68.4,98.58,1.01,0.23,7,82.46,66.04,97.64,1.11,0.21,7,88.83,72.46,98.07
MARSHALL ISLANDS,MHL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.2,0.57,1,94.71,54.07,100,1.15,0.61,1,88.94,51.2,100,1.08,0.64,1,86.06,47.37,100,1.08,0.66,1,86.06,45.93,100,1.12,0.66,1,88.94,44.02,100,1.04,0.68,1,85.17,40.95,100,1.47,0.55,2,99.05,65.57,100,1.26,0.48,2,92.92,63.85,100,1.09,0.61,1,86.32,49.77,100,1.06,0.64,1,86.73,45.28,100,1.1,0.6,1,88.15,50.94,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MARTINIQUE,MTQ,0.19,0.61,1,52.4,21.05,87.56,0.19,0.58,1,52.4,22.49,89,0.41,0.59,1,62.02,28.71,95.69,0.47,0.52,1,62.98,31.58,95.22,0.82,0.42,1,74.04,48.33,99.04,1.32,0.38,2,95.19,71.29,100,1.24,0.38,2,91.35,66.03,100,1.16,0.37,2,90.87,63.16,100,1.15,0.35,2,91.83,66.99,100,0.63,0.34,2,68.42,46.67,92.86,0.42,0.37,1,60.66,38.68,86.32,0.43,0.41,1,59.91,36.15,87.79,0.66,0.34,2,68.87,49.77,91.55,0.63,0.31,2,67.3,50.94,88.68,0.68,0.33,2,67.3,51.42,91.98,0.96,0.28,2,81.55,64.25,98.07
MAURITANIA,MRT,0.26,0.48,2,54.81,27.75,84.69,0.25,0.44,2,54.81,28.23,79.9,0.23,0.46,2,55.29,29.19,79.43,0.29,0.45,2,55.77,29.67,82.3,0.03,0.36,2,42.79,28.23,65.55,-0.1,0.34,3,42.31,24.4,61.72,-0.24,0.35,3,37.98,22.97,56.46,0.22,0.29,5,53.37,38.28,66.99,-0.27,0.28,5,35.58,23.44,50.24,-0.65,0.28,5,24.4,14.29,38.1,-0.88,0.26,6,19.43,11.32,30.66,-1.08,0.25,6,14.62,9.39,24.88,-1.17,0.25,6,13.68,5.63,23,-1.13,0.24,6,15.64,7.55,22.64,-1,0.24,6,18.01,8.02,25.94,-0.58,0.22,6,25.73,14.98,36.71
MAURITIUS,MUS,1.04,0.48,2,84.13,54.55,100,0.95,0.45,2,78.85,53.11,100,0.73,0.43,2,71.15,45.93,96.17,1.05,0.32,4,84.62,64.11,99.52,0.99,0.31,4,82.69,62.68,98.56,0.97,0.33,4,79.81,61.24,99.04,1,0.33,4,81.25,62.2,99.52,0.74,0.27,5,67.79,54.55,91.39,0.83,0.27,5,75.96,57.89,96.17,0.85,0.28,5,76.56,58.1,95.71,0.66,0.26,6,69.67,52.36,87.26,0.58,0.25,6,66.51,52.11,84.51,0.94,0.28,5,75.94,62.44,98.12,0.96,0.24,6,79.15,64.15,96.7,0.94,0.24,6,77.25,64.62,94.34,0.74,0.22,6,71.36,59.42,87.44
MEXICO,MEX,-0.97,0.37,4,18.27,8.61,34.45,-0.49,0.34,4,27.88,16.75,47.85,-0.23,0.3,5,36.54,24.88,56.46,-0.1,0.28,6,42.31,27.27,57.89,-0.14,0.28,6,38.94,27.75,56.94,-0.22,0.28,7,37.5,24.4,54.55,-0.44,0.27,7,33.65,21.53,46.41,-0.64,0.24,8,26.44,17.7,38.28,-0.73,0.24,8,23.08,14.83,33.01,-0.8,0.24,8,19.62,13.81,30,-0.7,0.24,8,22.27,15.09,34.43,-0.74,0.24,8,22.64,13.62,33.8,-0.68,0.24,9,25,16.43,38.03,-0.68,0.22,9,24.17,17.45,36.79,-0.73,0.22,9,22.75,15.57,36.32,-0.76,0.2,9,20.87,11.59,29.95
"MICRONESIA, FED. STS.",FSM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.65,0.57,1,66.83,35.89,99.52,1.01,0.34,3,81.25,61.72,99.52,1.15,0.35,3,87.5,65.07,100,1.17,0.34,3,91.35,65.07,100,1.16,0.32,3,92.79,68.9,100,1.2,0.32,3,93.3,69.05,100,1.33,0.32,3,94.79,74.53,100,1.23,0.33,3,91.51,70.42,100,1.12,0.31,3,89.15,67.14,99.53,1.16,0.29,3,89.1,68.87,99.53,1.11,0.3,3,89.1,66.04,99.53,0.96,0.28,2,81.55,64.25,98.07
MOLDOVA,MDA,-0.13,0.4,3,43.27,21.05,63.64,0.21,0.34,4,53.37,31.58,71.77,-0.56,0.33,4,28.37,15.31,43.54,-0.26,0.31,4,37.02,23.92,54.07,-0.18,0.3,4,37.5,26.32,56.46,-0.27,0.32,4,36.54,21.53,55.02,-0.44,0.3,5,33.17,20.57,47.85,-0.4,0.27,6,31.73,22.49,46.89,-0.05,0.26,6,41.35,28.71,57.89,-0.27,0.26,6,34.93,22.86,50.48,-0.59,0.27,5,26.07,15.57,40.09,-0.39,0.26,6,32.55,21.6,48.36,-0.07,0.25,6,44.34,30.52,58.22,0.02,0.23,7,45.5,36.79,59.91,-0.02,0.23,7,46.45,33.49,58.96,-0.1,0.21,7,42.23,29.95,56.52
MONACO,MCO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.2,0.57,1,94.71,54.07,100,1.09,0.46,2,86.06,57.42,100,1.04,0.46,2,82.69,55.98,100,1.03,0.48,2,83.65,53.59,100,1.05,0.47,2,85.58,53.59,100,1.04,0.48,2,85.65,53.81,100,1.02,0.69,1,85.31,41.51,100,1,0.48,2,84.43,52.58,100,1.05,0.41,2,83.02,59.62,99.53,1.05,0.43,2,84.83,58.02,99.53,1.06,0.4,2,84.83,60.85,99.53,0.83,0.48,1,76.21,46.86,99.52
MONGOLIA,MNG,0.66,0.43,3,67.79,44.98,98.09,0.27,0.38,3,56.25,31.58,78.47,0.75,0.4,3,72.12,49.76,95.69,1.11,0.4,3,86.54,61.24,100,0.96,0.33,3,81.73,58.37,99.04,0.73,0.32,4,73.08,54.07,92.82,0.88,0.3,5,76.92,57.89,95.69,0.68,0.31,5,66.83,52.15,91.87,0.68,0.29,5,70.19,51.67,92.34,0.57,0.29,5,67.46,49.05,85.71,0.6,0.24,7,68.72,51.42,84.91,0.59,0.24,7,67.45,52.11,83.1,0.6,0.24,7,66.51,54.93,81.69,0.47,0.22,8,61.61,49.53,73.11,0.49,0.23,8,63.51,50.94,72.17,0.87,0.2,8,77.18,64.73,91.3
MONTENEGRO,MNE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.08,0.66,1,48.08,17.7,89,0.15,0.43,3,48.08,26.79,77.51,0.79,0.3,4,72.25,54.29,95.71,0.82,0.31,4,75.36,53.77,94.34,0.54,0.27,5,65.09,50.7,83.1,0.54,0.27,5,64.15,49.77,79.34,0.55,0.25,5,63.98,51.42,79.25,0.46,0.25,5,62.56,49.06,74.06,0.24,0.22,5,56.31,40.58,66.18
MOROCCO,MAR,-0.29,0.37,4,36.54,19.62,55.5,0.21,0.34,4,53.85,31.58,71.77,-0.16,0.33,4,38.46,24.88,60.29,-0.35,0.3,5,33.65,22.01,47.85,-0.42,0.29,5,31.25,21.05,45.93,-0.31,0.28,6,35.58,22.49,52.63,-0.55,0.28,6,28.85,17.7,42.58,-0.47,0.25,7,30.77,20.57,43.54,-0.51,0.24,7,27.4,18.66,39.23,-0.6,0.24,7,25.84,16.19,38.1,-0.41,0.24,7,31.28,20.75,43.87,-0.38,0.24,7,33.02,22.54,47.42,-0.39,0.24,7,33.96,20.66,48.36,-0.46,0.22,8,32.23,20.28,42.45,-0.48,0.23,8,29.86,19.81,42.45,-0.39,0.2,8,30.1,21.74,43.96
MOZAMBIQUE,MOZ,-0.11,0.37,4,44.23,22.97,62.2,0.04,0.34,4,47.12,27.75,64.59,-0.15,0.33,4,38.94,24.88,60.29,0.12,0.31,4,47.6,30.14,65.55,0.21,0.29,5,51.44,36.36,69.38,-0.03,0.28,6,44.71,28.71,61.72,0.12,0.28,6,51.44,35.89,65.07,0.49,0.25,7,61.06,48.8,75.12,0.3,0.24,7,54.81,39.23,70.33,0.34,0.24,7,56.46,41.9,70.95,0.59,0.24,7,66.82,51.42,84.91,0.34,0.24,7,57.08,43.66,71.36,0.3,0.24,7,57.55,42.25,69.01,0.34,0.23,7,58.29,42.92,69.34,-0.28,0.23,7,37.44,25,50.47,-0.35,0.21,7,32.04,23.19,45.89
MYANMAR,MMR,-1.35,0.37,4,10.1,3.83,21.53,-1.56,0.34,4,9.13,4.31,16.75,-1.72,0.33,4,6.73,1.44,14.35,-1.48,0.31,4,11.54,2.39,18.66,-1.2,0.3,4,13.94,5.74,25.84,-1.01,0.29,5,18.27,7.66,28.23,-0.96,0.29,5,20.19,8.13,30.62,-0.88,0.28,5,20.67,12.44,31.1,-1.09,0.27,5,15.87,9.09,24.88,-1.11,0.27,5,13.88,9.52,24.29,-1.28,0.27,5,11.85,5.66,20.28,-1.28,0.27,5,10.85,4.69,21.6,-1.11,0.26,5,14.62,6.1,24.88,-0.95,0.24,6,18.48,9.43,28.3,-1.15,0.23,8,13.27,8.02,20.75,-1.06,0.2,8,11.65,8.7,21.74
NAMIBIA,NAM,0.77,0.37,4,71.63,51.2,98.09,0.39,0.34,4,59.62,39.23,78.47,-0.38,0.33,4,33.17,19.14,52.63,0.09,0.3,5,47.12,30.14,64.11,0.44,0.29,5,59.62,39.71,80.38,0.65,0.28,6,68.27,53.11,86.6,0.6,0.28,6,65.87,52.15,84.21,0.79,0.27,6,70.67,55.5,93.78,1.02,0.26,6,84.13,66.99,98.56,1.19,0.26,6,92.82,71.43,100,0.9,0.24,7,79.62,63.68,93.87,0.81,0.24,7,74.06,58.22,90.14,0.89,0.24,7,73.11,62.91,93.9,0.94,0.23,7,78.2,64.15,93.87,0.93,0.23,7,76.3,65.09,92.92,0.62,0.21,7,66.5,57.49,81.64
NAURU,NRU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.2,0.57,1,94.71,54.07,100,1.15,0.61,1,88.94,51.2,100,1.08,0.64,1,86.06,47.37,100,1.08,0.66,1,86.06,45.93,100,1.12,0.66,1,88.94,44.02,100,1.04,0.68,1,85.17,40.95,100,1.47,0.55,2,99.05,65.57,100,1.54,0.48,2,99.06,71.36,100,1.09,0.61,1,86.32,49.77,100,1.06,0.64,1,86.73,45.28,100,1.1,0.6,1,88.15,50.94,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
NEPAL,NPL,-0.15,0.48,2,42.31,18.66,64.59,-0.81,0.44,2,21.15,9.57,41.15,-1.23,0.46,2,13.94,4.31,31.1,-1.79,0.45,2,4.33,0.48,18.18,-1.95,0.36,2,4.33,0.48,10.53,-2.12,0.31,4,3.37,0.96,5.74,-2.11,0.31,4,1.92,0.96,6.7,-1.92,0.33,4,3.37,0.96,11,-1.92,0.31,4,4.81,1.44,9.57,-1.84,0.3,4,6.22,2.38,10.95,-1.62,0.26,6,6.64,3.3,13.68,-1.6,0.25,6,7.08,4.23,12.68,-1.42,0.25,6,7.55,4.69,16.9,-1.37,0.23,7,8.53,5.66,17.92,-1.11,0.24,7,14.69,8.02,23.11,-0.7,0.21,7,22.33,12.56,31.88
